Application mode,Course,Daytime/evening attendance,Admission grade,Tuition fees up to date,Scholarship holder,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
17,9254,1,113.2,1,0,0,6,6,0,8,5,11.66666667,Dropout
17,9773,1,117.0,1,0,0,6,5,0,8,5,11.83333333,Enrolled
18,8014,0,123.0,1,0,0,6,4,0,15,4,12.0,Graduate
1,9500,1,127.2,1,1,0,7,7,0,8,8,14.28625,Graduate
1,9773,1,141.0,0,0,0,6,4,0,15,3,10.66666667,Dropout
1,9238,1,121.7,1,1,0,6,6,0,7,6,14.42857143,Graduate
43,9500,1,121.1,1,1,0,7,5,0,7,2,13.4,Enrolled
16,9070,1,146.1,1,0,0,6,1,0,7,4,12.5,Enrolled
1,9773,1,142.5,1,0,0,6,6,0,9,5,13.2,Graduate
17,9085,1,126.8,1,0,0,5,2,0,12,3,11.8,Enrolled
44,9085,1,150.0,1,0,2,6,6,1,9,5,13.0,Graduate
44,9085,1,150.0,1,0,0,5,1,0,8,3,15.33333333,Enrolled
17,9003,1,134.5,1,1,0,6,6,0,8,6,14.33333333,Graduate
1,9556,1,129.5,1,0,0,7,7,0,8,8,16.8,Graduate
1,9238,1,113.2,1,0,0,6,6,0,7,6,11.85714286,Graduate
17,9853,1,140.2,1,0,0,6,5,0,9,4,11.25,Dropout
17,9670,1,119.2,1,0,0,6,0,0,0,0,0.0,Dropout
1,9238,1,140.7,1,0,0,6,6,0,7,6,12.0,Graduate
1,9500,1,142.3,1,0,0,8,8,0,8,8,12.82875,Dropout
1,9773,1,129.9,1,0,0,6,6,0,8,5,14.4,Graduate
17,171,1,134.8,1,0,0,0,0,0,0,0,0.0,Enrolled
17,9085,1,104.1,0,1,0,6,2,0,8,0,0.0,Dropout
1,9147,1,122.4,1,0,0,5,5,0,8,4,12.4,Graduate
1,9147,1,120.6,1,1,0,5,5,0,8,5,11.6,Graduate
17,9238,1,112.4,1,0,0,6,5,0,7,0,0.0,Dropout
1,171,1,157.9,1,0,0,0,0,0,0,0,0.0,Graduate
43,9254,1,125.9,1,1,0,6,0,0,11,1,10.0,Dropout
17,9500,1,118.4,1,1,0,7,6,0,9,8,13.74444444,Dropout
1,9500,1,130.8,0,0,0,8,6,0,9,6,12.75833333,Dropout
1,171,1,176.7,1,1,0,0,0,0,0,0,0.0,Dropout
1,9070,1,156.8,1,0,0,6,6,0,8,6,13.25,Graduate
1,9085,1,126.8,1,0,0,6,6,0,16,4,12.75,Enrolled
1,9238,1,128.0,1,1,0,6,6,0,8,6,12.0,Graduate
1,9147,1,113.8,1,0,0,5,3,0,8,5,12.2,Graduate
17,9500,1,120.8,1,1,0,7,7,0,12,8,13.05,Graduate
1,9500,1,130.8,1,0,0,8,7,0,8,7,13.61428571,Graduate
39,9254,1,101.0,1,0,0,6,0,0,6,0,0.0,Dropout
17,9070,1,126.1,0,0,0,6,4,0,6,6,12.16666667,Graduate
1,9773,1,113.8,1,0,0,6,6,0,7,6,12.5,Graduate
17,9556,1,118.3,1,1,0,7,7,0,8,8,14.4375,Graduate
1,9147,1,127.9,0,1,0,5,2,0,13,2,11.5,Dropout
17,9500,1,131.1,1,0,0,7,7,0,9,7,12.72857143,Enrolled
17,9085,1,117.9,1,0,0,5,2,0,12,5,11.28571429,Graduate
17,9238,1,115.7,1,0,0,6,6,0,7,6,13.28571429,Graduate
1,171,1,141.0,1,0,0,0,0,0,0,0,0.0,Graduate
39,8014,0,120.0,1,0,0,6,6,0,6,6,13.66666667,Graduate
17,9130,1,131.8,0,0,0,6,5,0,12,5,14.16666667,Enrolled
1,9070,1,131.1,1,1,0,6,5,0,6,6,12.83333333,Graduate
1,9254,1,117.8,1,0,0,6,6,0,11,4,12.5,Graduate
10,9085,1,140.0,1,0,0,5,5,0,5,5,14.8,Graduate
1,9238,1,108.0,1,1,0,6,6,0,7,6,14.42857143,Graduate
1,9853,1,122.9,1,0,0,7,7,0,7,7,13.28571429,Graduate
44,9085,1,130.0,1,0,1,6,3,1,13,5,12.33333333,Enrolled
1,9500,1,126.0,1,0,0,7,7,0,9,8,13.12555556,Graduate
42,9238,1,134.0,1,0,10,13,11,6,13,9,13.0,Graduate
1,9070,1,134.3,1,0,0,6,6,0,7,6,15.14285714,Graduate
1,9500,1,138.7,1,1,0,7,7,0,10,8,15.092,Graduate
17,171,1,143.3,1,0,0,0,0,0,0,0,0.0,Enrolled
44,9085,1,160.0,1,0,1,6,6,1,7,6,13.14285714,Graduate
1,9853,1,111.0,1,0,0,6,5,0,9,5,14.33333333,Graduate
17,9254,1,128.5,1,1,0,6,2,0,14,3,10.33333333,Dropout
1,9500,1,133.0,1,1,0,8,7,0,8,7,14.56571429,Graduate
17,9670,1,114.6,0,0,0,5,3,0,6,4,10.75,Dropout
17,9238,1,104.1,1,0,0,6,0,0,5,0,0.0,Dropout
17,9500,1,127.6,1,0,0,7,6,0,11,7,13.775,Graduate
1,9773,1,151.0,1,0,0,6,6,0,6,6,15.33333333,Graduate
44,9238,1,135.7,1,0,3,6,6,2,6,6,13.83333333,Graduate
17,9500,1,137.8,1,1,0,8,7,0,8,7,14.96285714,Graduate
1,9147,1,117.3,1,0,0,5,4,0,8,5,11.2,Graduate
18,9500,1,121.2,1,0,0,7,7,0,9,8,12.8,Graduate
17,9670,1,129.3,1,0,0,6,6,0,6,6,17.16666667,Graduate
1,9500,1,123.0,1,0,0,8,7,0,8,7,13.71428571,Graduate
44,9085,1,140.0,1,0,2,6,6,0,9,6,12.16666667,Graduate
7,9070,1,140.0,1,0,0,6,6,0,8,3,11.0,Graduate
1,9085,1,144.6,0,0,0,5,1,0,5,0,0.0,Dropout
43,9238,1,118.3,1,1,8,11,11,6,14,11,12.75,Graduate
1,171,1,153.6,1,0,0,0,0,0,0,0,0.0,Graduate
1,9070,1,158.3,1,0,0,6,6,0,6,6,14.16666667,Graduate
43,8014,0,100.0,1,0,1,6,4,1,13,2,10.5,Dropout
17,9500,1,134.9,1,0,0,7,7,0,11,8,14.77272727,Graduate
1,9773,1,142.0,1,0,0,6,6,0,7,6,12.71428571,Graduate
17,171,1,127.3,1,0,0,0,0,0,0,0,0.0,Dropout
17,9238,1,116.5,1,1,0,6,5,0,9,6,10.5,Graduate
43,9500,1,138.6,1,1,0,7,6,0,11,8,13.06363636,Graduate
42,9853,1,133.0,1,0,6,14,12,5,18,10,12.9,Dropout
17,9238,1,136.2,1,0,0,6,1,0,12,2,10.5,Enrolled
17,9254,1,118.0,1,1,0,6,4,0,9,3,12.33333333,Graduate
1,9070,1,126.8,1,1,1,6,6,0,12,5,11.14285714,Enrolled
1,9500,1,128.5,1,1,0,8,8,0,8,8,13.40375,Graduate
17,9254,1,129.9,1,1,0,6,6,0,9,3,12.66666667,Graduate
17,9773,1,125.8,1,0,0,6,5,0,6,6,12.33333333,Dropout
17,171,1,129.3,1,1,0,0,0,0,0,0,0.0,Enrolled
1,9500,1,124.7,1,0,0,7,0,0,0,0,0.0,Dropout
39,9003,1,154.9,0,0,0,6,5,0,10,4,16.0,Dropout
17,9119,1,127.3,1,0,0,5,3,0,6,3,11.0,Enrolled
1,171,1,129.0,1,1,0,0,0,0,0,0,0.0,Graduate
1,9773,1,98.0,1,1,0,6,4,0,8,6,12.28571429,Enrolled
17,9147,1,122.0,1,0,0,5,2,0,11,4,12.25,Enrolled
43,9070,1,112.5,1,0,3,6,3,1,13,4,10.33333333,Enrolled
1,9147,1,127.3,1,0,0,5,3,0,7,2,10.0,Dropout
39,9556,1,100.5,1,0,0,7,0,0,13,0,0.0,Dropout
39,8014,0,122.0,0,0,0,6,4,0,7,0,0.0,Dropout
39,9500,1,140.0,1,0,0,7,7,0,22,2,12.6,Graduate
17,9254,1,116.1,1,0,0,6,5,0,11,4,12.5,Graduate
7,171,1,130.0,1,0,0,0,0,0,0,0,0.0,Dropout
5,9070,1,146.2,1,0,0,6,5,0,6,5,11.8,Graduate
44,9119,1,180.0,1,1,3,7,6,1,10,6,14.125,Enrolled
1,9147,1,127.8,0,0,0,5,0,0,0,0,0.0,Dropout
43,9147,1,130.8,1,0,0,5,0,0,9,3,13.33333333,Enrolled
17,9147,1,109.0,1,1,0,5,3,0,9,3,10.57142857,Enrolled
1,9773,1,132.4,0,0,0,6,0,0,0,0,0.0,Dropout
1,9500,1,129.3,1,0,0,8,7,0,8,7,13.1,Graduate
1,9070,1,125.4,1,0,0,6,6,0,6,6,13.16666667,Graduate
1,9119,1,130.2,1,0,0,5,5,0,8,3,12.0,Enrolled
1,9238,1,132.0,1,0,0,6,5,0,10,3,13.0,Dropout
44,9003,1,170.0,1,0,0,6,6,0,6,6,15.16666667,Graduate
1,9773,1,130.2,1,0,0,6,5,6,16,8,11.0,Enrolled
18,9556,1,115.5,1,0,0,7,6,0,10,4,13.6,Graduate
16,9147,1,127.6,1,0,0,5,5,0,9,3,11.0,Dropout
7,9773,1,140.0,1,0,0,6,6,0,6,6,13.5,Graduate
1,9070,1,120.2,1,0,0,6,6,0,12,6,14.66666667,Graduate
39,9500,1,150.0,1,0,0,8,7,0,8,7,12.74285714,Graduate
1,9500,1,100.0,1,0,0,7,7,0,9,7,13.12857143,Graduate
43,9119,1,100.0,1,0,0,5,4,0,11,3,11.66666667,Enrolled
17,171,1,128.0,0,0,0,0,0,0,0,0,0.0,Dropout
1,9500,1,128.0,1,1,0,8,7,0,8,7,14.93571429,Graduate
43,9254,1,107.2,1,0,1,6,2,0,15,4,10.0,Dropout
1,9670,1,110.1,1,0,0,6,5,0,6,5,13.0,Graduate
43,9003,1,119.0,1,0,0,6,0,0,8,0,0.0,Dropout
39,9773,1,155.5,1,0,0,6,5,0,13,4,14.0,Dropout
1,9070,1,118.4,1,0,0,6,6,0,8,4,10.75,Graduate
1,171,1,141.2,1,0,0,0,0,0,0,0,0.0,Graduate
1,171,1,119.1,1,0,0,0,0,0,0,0,0.0,Dropout
43,9147,1,111.0,1,0,0,5,2,0,9,0,0.0,Dropout
43,9254,1,138.6,1,0,0,6,4,0,11,3,11.66666667,Dropout
17,9254,1,121.2,1,1,0,6,3,0,9,4,12.0,Enrolled
1,171,1,150.4,1,1,0,0,0,0,0,0,0.0,Graduate
1,9254,1,117.8,1,0,0,6,4,0,12,2,13.0,Enrolled
39,9254,1,102.5,0,0,0,6,0,0,7,0,0.0,Dropout
39,9130,1,110.0,1,0,0,6,6,0,12,3,11.33333333,Enrolled
39,9085,1,138.3,0,0,0,6,0,0,6,0,0.0,Enrolled
39,9254,1,122.3,1,0,0,6,6,0,8,5,12.2,Graduate
39,9991,0,127.8,1,0,0,5,4,0,7,3,11.33333333,Enrolled
43,9119,1,100.0,1,0,0,5,5,0,12,2,10.5,Enrolled
17,9500,1,126.4,1,1,0,7,7,0,8,8,13.90625,Graduate
39,9254,1,100.0,1,0,0,6,3,0,15,1,10.0,Dropout
17,9238,1,117.1,1,0,0,6,6,0,7,6,13.66666667,Graduate
17,9500,1,124.7,1,1,0,7,6,0,10,6,12.41666667,Enrolled
43,9500,1,124.1,1,1,0,8,0,0,8,0,0.0,Enrolled
44,9119,1,129.4,0,0,0,5,0,0,7,0,0.0,Dropout
1,9130,1,138.9,1,0,0,5,5,0,6,4,13.25,Graduate
44,9238,1,138.6,1,0,3,6,6,2,6,2,14.0,Dropout
16,171,1,133.9,1,0,9,13,10,5,13,7,12.25,Dropout
7,9085,1,140.0,1,0,8,13,8,5,12,5,14.4,Dropout
39,9119,1,95.1,0,0,0,5,0,0,6,0,0.0,Dropout
39,9991,0,128.2,0,0,0,5,2,0,0,0,0.0,Dropout
39,9254,1,121.5,1,0,0,6,6,0,13,5,14.33333333,Dropout
7,33,1,120.0,0,0,18,21,21,12,21,12,12.25,Dropout
44,9003,1,130.0,1,0,1,7,3,0,14,2,11.5,Enrolled
7,9070,1,120.0,1,0,0,6,2,0,10,3,12.66666667,Dropout
39,8014,0,107.0,1,0,1,7,7,0,6,6,13.16666667,Graduate
1,9670,1,116.1,1,1,0,6,6,0,9,6,12.71428571,Enrolled
43,9147,1,114.4,1,0,0,5,0,0,8,2,11.5,Dropout
1,9254,1,157.7,1,0,0,6,2,0,6,0,0.0,Dropout
39,9003,1,150.0,0,0,5,11,11,5,11,10,15.0,Dropout
1,9853,1,114.3,1,0,0,6,5,0,10,5,11.8,Enrolled
18,9085,1,104.6,0,0,0,6,5,0,11,4,14.8,Enrolled
7,9003,1,140.0,1,0,2,6,2,1,9,1,13.0,Dropout
1,9147,1,109.1,1,0,0,5,0,0,5,0,0.0,Dropout
43,9500,1,120.6,1,0,0,7,4,0,10,3,10.66666667,Dropout
39,9991,0,161.9,1,0,0,5,0,0,7,0,0.0,Dropout
7,9991,0,140.0,0,0,0,5,0,0,5,0,0.0,Dropout
17,9070,1,178.0,1,1,0,6,6,0,7,5,12.8,Graduate
39,9991,0,138.3,1,0,0,5,3,0,8,5,11.14285714,Dropout
1,8014,0,128.0,1,0,0,6,0,0,0,0,0.0,Dropout
39,171,1,139.0,1,0,0,0,0,0,0,0,0.0,Dropout
1,9991,0,113.2,0,0,0,5,3,0,8,2,10.5,Dropout
39,8014,0,139.0,1,0,0,6,6,0,8,6,14.42857143,Graduate
51,9773,1,110.0,1,0,0,6,6,0,6,4,12.75,Graduate
1,9070,1,136.6,1,0,0,6,5,0,10,3,11.0,Enrolled
43,8014,0,161.1,1,0,0,6,6,0,6,0,0.0,Dropout
43,9003,1,130.0,1,0,9,18,17,6,15,12,12.30769231,Graduate
44,9003,1,140.0,1,0,0,6,4,0,15,4,10.5,Enrolled
1,9254,1,121.0,0,0,0,6,5,0,8,5,10.0,Dropout
43,9238,1,118.6,1,0,9,11,10,6,13,10,11.8,Graduate
1,9070,1,138.3,1,0,1,6,6,0,12,4,11.5,Enrolled
42,9147,1,115.8,0,0,0,5,0,0,9,0,0.0,Dropout
39,9991,0,160.0,1,0,0,5,5,0,5,5,13.4,Graduate
17,9254,1,114.5,1,1,0,6,6,0,8,6,14.42857143,Graduate
42,9119,1,117.5,1,0,2,5,4,0,7,2,11.5,Enrolled
39,9991,0,121.7,1,0,0,5,0,0,7,0,0.0,Dropout
42,9119,1,115.0,1,0,1,6,2,1,7,2,13.5,Dropout
1,9238,1,125.3,1,0,0,6,5,0,11,5,11.0,Graduate
18,9147,1,131.0,1,0,0,5,3,0,10,3,11.33333333,Dropout
1,9773,1,126.3,1,0,0,6,6,0,8,6,13.33333333,Graduate
17,171,1,127.1,0,0,0,0,0,0,0,0,0.0,Dropout
17,9670,1,138.4,1,0,0,6,6,0,7,6,13.42857143,Graduate
43,9147,1,100.0,1,0,0,5,0,0,7,1,10.0,Dropout
1,9238,1,126.2,1,0,0,6,5,0,8,5,11.0,Graduate
1,9238,1,118.8,1,0,0,6,4,0,9,6,11.0,Graduate
39,9254,1,124.5,0,0,0,6,0,0,0,0,0.0,Dropout
44,9119,1,140.0,1,0,3,7,3,1,12,1,14.0,Enrolled
17,9070,1,125.1,1,0,0,6,6,0,10,5,10.8,Enrolled
1,9147,1,118.8,1,1,0,5,5,0,11,2,11.0,Enrolled
18,9119,1,125.2,1,0,0,5,5,0,9,5,14.71428571,Enrolled
17,9147,1,95.0,1,0,0,5,0,0,5,0,0.0,Dropout
1,9070,1,107.6,1,1,0,6,6,0,6,6,12.16666667,Enrolled
7,9130,1,140.0,0,0,2,5,2,0,5,0,0.0,Dropout
43,9991,0,125.4,1,0,0,2,0,0,4,0,0.0,Dropout
1,9500,1,128.0,1,0,0,8,0,0,8,0,0.0,Dropout
17,9119,1,129.3,1,1,0,5,5,0,5,5,14.2,Graduate
1,9238,1,152.0,1,1,0,6,6,0,6,6,14.0,Graduate
1,9500,1,128.8,1,0,0,7,6,0,8,8,12.4875,Graduate
1,9147,1,152.8,1,1,0,5,4,0,5,0,0.0,Dropout
44,9130,1,150.0,1,0,0,5,4,0,5,5,14.6,Graduate
1,9238,1,112.0,1,0,0,6,6,0,6,6,12.16666667,Graduate
1,9130,1,135.6,1,0,0,5,5,0,5,5,15.6,Dropout
39,9119,1,134.4,0,0,0,5,2,0,9,2,16.0,Dropout
39,9991,0,120.5,1,0,0,5,0,0,5,0,0.0,Dropout
1,9070,1,141.4,1,0,0,6,0,0,0,0,0.0,Dropout
17,9254,1,145.2,1,0,0,6,6,0,8,6,14.71428571,Graduate
39,9238,1,140.0,1,0,0,6,4,0,7,0,0.0,Dropout
43,9070,1,100.0,1,0,1,6,5,0,11,4,16.5,Enrolled
39,9991,0,140.0,1,0,0,5,1,0,5,1,13.0,Dropout
39,9500,1,126.0,1,0,0,7,7,0,7,7,14.08571429,Enrolled
18,9238,1,112.6,1,0,0,6,6,0,10,6,10.5,Graduate
39,9119,1,106.8,1,0,0,5,1,0,9,0,0.0,Dropout
51,9119,1,121.6,1,0,0,5,0,0,7,1,10.0,Enrolled
39,9991,0,120.0,0,0,0,5,2,0,5,3,10.66666667,Dropout
1,171,1,160.6,1,1,0,0,0,0,0,0,0.0,Graduate
39,9070,1,130.0,0,1,0,6,0,0,6,0,0.0,Dropout
43,8014,0,110.0,1,0,0,6,0,0,10,0,0.0,Dropout
39,9003,1,110.0,1,0,0,6,0,0,10,0,0.0,Dropout
39,9003,1,145.8,1,0,0,6,5,0,15,5,12.4,Graduate
1,171,1,130.2,1,1,0,0,0,0,0,0,0.0,Dropout
1,9670,1,122.3,1,1,0,6,6,0,6,6,14.33333333,Graduate
17,9070,1,125.4,1,1,0,6,6,0,7,6,11.16666667,Graduate
43,9991,0,130.0,1,0,1,5,4,3,18,5,11.2,Dropout
39,9130,1,150.0,1,0,0,6,0,0,6,0,0.0,Dropout
17,9119,1,116.9,1,0,0,5,4,0,8,3,13.33333333,Dropout
17,9119,1,114.7,1,0,0,5,5,0,8,5,13.71428571,Enrolled
39,9003,1,95.8,0,0,0,6,0,0,0,0,0.0,Dropout
17,9119,1,133.1,1,0,0,5,4,0,7,3,14.66666667,Enrolled
43,9003,1,150.0,1,0,16,18,18,12,13,12,11.5,Graduate
17,9991,0,118.5,1,0,0,5,4,0,5,5,13.0,Graduate
17,9500,1,131.1,1,0,0,7,7,0,12,8,11.50625,Graduate
53,9085,1,150.3,1,1,7,11,9,4,15,7,13.75,Graduate
43,9670,1,120.5,1,0,0,6,4,0,8,4,13.25,Enrolled
18,9119,1,105.6,1,0,0,5,5,0,7,5,15.28571429,Graduate
39,9670,1,125.3,1,1,0,6,0,0,0,0,0.0,Dropout
39,9254,1,131.0,1,0,0,6,6,0,6,6,11.5,Graduate
18,9500,1,127.0,1,0,0,8,7,0,8,7,13.61428571,Graduate
44,9130,1,150.0,1,0,11,18,12,8,15,10,14.3,Graduate
1,9130,1,149.2,1,0,0,5,4,0,5,5,14.2,Graduate
17,9670,1,121.5,1,1,0,6,4,0,6,5,11.8,Graduate
1,9085,1,137.3,1,0,0,6,0,0,0,0,0.0,Dropout
17,9670,1,119.6,1,0,0,6,6,0,7,6,14.28571429,Graduate
1,171,1,141.5,1,0,0,0,0,0,0,0,0.0,Graduate
44,9003,1,150.0,1,0,0,6,4,0,11,4,11.875,Dropout
39,9003,1,110.0,1,0,0,6,6,0,10,6,14.6,Graduate
17,9254,1,110.2,1,0,0,6,4,0,10,2,10.5,Dropout
39,9119,1,110.3,1,0,0,5,1,0,11,1,11.0,Enrolled
42,9773,1,120.0,1,0,0,4,0,0,10,0,0.0,Dropout
1,9147,1,114.2,1,0,0,5,3,0,6,5,12.8,Graduate
44,9119,1,140.0,1,0,0,5,0,0,6,2,11.66666667,Enrolled
1,9003,1,132.8,1,1,0,6,4,0,10,4,12.5,Enrolled
18,9773,1,121.5,1,0,0,6,6,0,6,6,14.5,Graduate
1,171,1,127.2,1,0,13,17,13,10,28,11,11.90909091,Enrolled
17,9130,1,128.2,1,0,0,6,6,0,8,6,13.66666667,Graduate
1,9773,1,133.4,0,0,0,6,6,0,6,5,13.8,Enrolled
39,9130,1,120.0,1,0,0,5,1,0,10,3,13.33333333,Dropout
44,9003,1,140.0,1,0,0,6,6,0,12,5,11.77777778,Enrolled
1,171,1,136.9,1,1,0,0,0,0,0,0,0.0,Graduate
17,171,1,117.0,1,0,0,0,0,0,0,0,0.0,Enrolled
1,9670,1,110.7,1,0,0,6,5,0,10,6,12.0,Enrolled
39,9130,1,160.0,1,0,0,5,4,0,9,3,12.0,Enrolled
1,9670,1,95.0,0,0,0,6,4,0,6,5,11.0,Dropout
39,9147,1,148.8,1,1,0,5,4,0,7,4,14.75,Graduate
39,9147,1,110.0,0,0,0,5,0,0,5,0,0.0,Dropout
43,9991,0,133.9,0,0,8,12,8,3,8,3,11.33333333,Dropout
1,9130,1,125.7,1,1,0,6,6,0,8,6,12.5,Graduate
17,9254,1,116.6,1,1,0,6,5,0,10,6,12.85714286,Graduate
1,9070,1,141.0,1,1,0,6,6,0,6,6,12.33333333,Graduate
7,9119,1,130.0,1,0,4,6,6,2,7,5,15.14285714,Dropout
53,9003,1,130.0,1,0,7,12,10,5,15,9,11.44444444,Enrolled
17,9119,1,115.8,1,0,0,5,4,0,11,0,0.0,Enrolled
44,9070,1,140.0,1,0,0,6,6,0,8,6,11.33333333,Graduate
1,9773,1,126.1,1,0,0,6,5,0,12,3,10.66666667,Enrolled
1,171,1,137.5,0,0,0,0,0,0,0,0,0.0,Graduate
17,9147,1,120.8,1,1,0,5,4,0,10,2,12.5,Dropout
39,9238,1,136.5,1,0,0,5,0,0,5,0,0.0,Dropout
39,9003,1,122.0,0,0,3,10,6,2,15,4,12.0,Dropout
43,9003,1,130.0,1,0,8,14,8,6,23,10,11.6,Dropout
1,9147,1,126.3,1,0,0,5,2,0,11,3,12.33333333,Enrolled
1,9254,1,98.0,1,0,0,6,0,0,12,0,0.0,Dropout
17,9147,1,121.0,1,1,0,5,5,0,7,5,11.5,Graduate
43,9773,1,124.2,1,0,0,6,3,0,14,3,12.33333333,Enrolled
39,9003,1,130.0,1,0,0,6,0,0,10,0,0.0,Dropout
1,9773,1,136.1,1,0,0,6,5,0,13,5,12.4,Enrolled
17,9773,1,132.8,1,0,0,6,6,0,7,6,14.57142857,Graduate
17,9500,1,126.3,1,0,0,7,7,0,10,8,11.7125,Graduate
39,8014,0,111.5,1,0,2,8,4,2,13,4,11.0,Dropout
39,9991,0,118.2,1,0,0,5,5,0,6,5,12.8,Graduate
1,9147,1,115.6,0,0,0,5,3,0,7,3,11.0,Dropout
1,9500,1,117.8,1,0,0,8,7,0,8,7,15.88571429,Graduate
1,9500,1,127.0,0,0,0,7,4,0,12,4,11.58,Dropout
39,8014,0,140.0,0,0,0,6,6,0,6,6,14.16666667,Graduate
39,171,1,106.0,1,0,0,0,0,0,0,0,0.0,Graduate
39,9500,1,151.0,0,0,0,7,0,0,8,0,0.0,Dropout
18,9991,0,106.4,1,0,0,5,0,0,0,0,0.0,Dropout
39,9991,0,125.3,1,0,0,5,4,0,8,3,11.0,Dropout
7,9119,1,130.0,1,0,0,5,0,0,6,0,0.0,Dropout
39,8014,0,116.0,0,0,0,6,4,0,12,0,0.0,Dropout
39,9991,0,120.0,1,0,0,5,3,1,10,4,12.5,Enrolled
39,8014,0,100.0,1,0,0,6,5,1,10,3,10.66666667,Graduate
43,9147,1,118.5,1,0,5,10,8,4,16,10,11.18181818,Graduate
43,9238,1,118.9,1,0,0,6,0,0,10,0,0.0,Dropout
17,9070,1,119.3,1,1,0,6,4,0,6,4,11.25,Dropout
43,9991,0,135.8,1,0,14,15,15,13,14,14,11.35714286,Graduate
53,171,1,130.0,0,1,5,12,11,4,16,11,12.66666667,Graduate
39,9003,1,129.8,1,0,0,7,7,0,9,5,13.4,Enrolled
39,9085,1,150.0,1,0,0,6,0,0,0,0,0.0,Dropout
39,9991,0,111.9,1,0,0,5,0,0,5,0,0.0,Dropout
39,9003,1,150.1,1,0,0,6,6,0,11,5,12.2,Graduate
39,9003,1,130.0,1,0,0,3,0,0,8,0,0.0,Dropout
39,9119,1,128.0,1,0,0,2,0,0,2,0,0.0,Dropout
39,9147,1,102.5,0,0,0,4,0,0,0,0,0.0,Dropout
39,9991,0,102.5,0,0,0,5,0,0,5,0,0.0,Dropout
39,9670,1,110.0,1,1,0,5,5,0,7,5,11.6,Graduate
39,9003,1,114.0,1,0,3,9,6,2,10,6,10.85714286,Dropout
42,9119,1,128.2,1,0,6,10,7,2,8,5,13.0,Dropout
1,9773,1,116.5,1,1,0,6,4,0,10,5,12.6,Graduate
1,9991,0,149.3,1,1,0,5,5,0,5,5,16.0,Graduate
1,9773,1,134.1,1,1,0,6,6,0,7,6,12.66666667,Dropout
17,9119,1,126.6,1,0,0,5,4,0,10,3,13.0,Enrolled
43,9085,1,120.0,1,0,0,5,0,0,11,3,11.66666667,Enrolled
42,9119,1,133.5,1,0,0,5,5,0,10,5,12.6,Graduate
39,9003,1,110.0,1,0,8,18,13,7,18,12,12.08333333,Graduate
1,9119,1,107.5,1,1,0,5,3,0,14,3,12.5,Dropout
7,9003,1,130.0,0,0,11,17,11,10,24,10,12.7,Dropout
43,9670,1,111.6,1,0,1,5,1,0,5,0,0.0,Dropout
18,9147,1,101.0,0,0,0,5,0,0,0,0,0.0,Dropout
39,8014,0,108.3,1,0,0,6,5,1,12,3,11.0,Enrolled
43,9670,1,128.2,1,0,0,5,0,0,5,1,10.0,Dropout
39,9003,1,150.0,1,0,0,6,6,6,14,12,17.69230769,Graduate
1,9853,1,142.8,1,0,0,6,0,0,12,0,0.0,Dropout
39,9500,1,100.0,1,0,0,7,6,0,16,4,12.6,Enrolled
7,9991,0,150.0,1,0,3,7,7,0,6,5,16.2,Dropout
39,9254,1,156.5,1,0,7,11,2,4,10,3,10.0,Graduate
39,9119,1,98.6,0,0,0,5,0,0,7,0,0.0,Dropout
7,9991,0,130.0,1,0,9,9,9,5,5,5,12.8,Dropout
1,171,1,118.1,0,0,0,0,0,0,0,0,0.0,Enrolled
39,9003,1,120.0,0,0,2,7,4,0,16,0,0.0,Dropout
1,9085,1,127.7,1,0,0,5,5,0,8,4,12.0,Graduate
15,171,1,130.0,1,0,6,12,12,4,15,11,13.08333333,Enrolled
18,9119,1,147.7,1,1,0,5,0,0,5,0,0.0,Dropout
44,9003,1,170.0,1,0,0,6,6,0,10,6,15.3,Graduate
39,9070,1,110.2,1,0,0,6,6,0,6,6,13.5,Graduate
1,9147,1,146.4,1,0,0,5,3,0,12,1,13.0,Enrolled
17,9119,1,121.0,1,0,0,5,0,0,0,0,0.0,Dropout
1,9147,1,129.9,1,0,0,5,5,0,5,5,13.2,Graduate
39,9773,1,132.0,1,0,0,6,4,0,7,0,0.0,Dropout
18,9254,1,125.9,1,0,0,6,0,0,0,0,0.0,Dropout
1,171,1,165.7,1,0,0,0,0,0,0,0,0.0,Dropout
17,9254,1,122.7,1,1,0,6,0,0,6,0,0.0,Dropout
39,9991,0,141.4,0,0,0,5,4,0,8,4,11.8,Dropout
39,9130,1,156.4,1,0,0,6,5,0,11,0,0.0,Dropout
1,9119,1,148.5,1,0,0,5,4,0,8,1,16.0,Enrolled
44,9003,1,140.0,1,1,0,6,5,0,13,6,12.3,Enrolled
43,9070,1,131.7,1,0,3,6,4,3,12,3,12.66666667,Dropout
39,9147,1,104.7,1,0,0,4,0,0,9,0,0.0,Dropout
44,9130,1,150.0,1,0,1,6,5,1,12,2,11.0,Enrolled
39,9085,1,110.0,0,0,0,5,0,0,5,0,0.0,Dropout
1,9670,1,129.1,1,0,0,6,4,0,10,3,10.33333333,Dropout
39,9003,1,120.0,0,0,0,6,0,0,0,0,0.0,Dropout
1,9773,1,127.0,1,0,0,6,6,0,7,6,15.0,Graduate
